ID,Journal,Year,Authors,Title,Link,Minority_type,Minority_type_2,Abstract,Database_1,Database_2
63,Harvard Dataverse,2020,"Pedulla, David","A Field Experiment of Race, Gender, and Parental Status Discrimination in the United States",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/4TTCEY,General,NA,"The data file provided here is the product of a field experiment examining hiring discrimination by race, gender, and parental status in the United States. (2020-08-20)",NA,NA
5,AJPS,2020,Nikhar Gaikwad  Gareth Nellis,Do Politicians Discriminate Against Internal Migrants? Evidence from Nationwide Field Experiments in India,https://onlinelibrary.wiley.com/doi/10.1111/ajps.12548,Immigrant,NA,"Rural‐to‐urban migration is reshaping the economic and social landscape of the Global South. Yet migrants often struggle to integrate into cities. We conduct countrywide audit experiments in India to test whether urban politicians discriminate against internal migrants in providing constituency services. Signaling that a citizen is a city newcomer, as opposed to a long‐term resident, causes incumbent politicians to be significantly less likely to respond to requests for help. Standard “nativist” concerns do not appear to explain this representation gap. We theorize that migrants are structurally disposed to participate in destination‐area elections at lower rates than long‐term residents. Knowing this, reelection‐minded politicians decline to cater to migrant interests. Follow‐up experiments support the hypothesis. We expect our findings to generalize to fast‐urbanizing democracies, with implications for international immigration too. Policywise, mitigating migrants’ de facto disenfranchisement should improve their welfare.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Q40RGF,NA
10,AJPS,2019,Jens Hainmueller  Dominik Hangartner,Does Direct Democracy Hurt Immigrant Minorities? Evidence from Naturalization Decisions in Switzerland,https://onlinelibrary.wiley.com/doi/10.1111/ajps.12433,Immigrant,NA,"Do minorities fare worse under direct democracy than under representative democracy? We provide new evidence by studying naturalization requests of immigrants in Switzerland that were typically decided with referendums in each municipality. Using panel data from about 1,400 municipalities for the 1991–2009 period, we exploit Federal Court rulings that forced municipalities to transfer the decisions to their elected municipality councils. We find that naturalization rates surged by about 60% once politicians rather than citizens began deciding on naturalization applications. Whereas voters in referendums face no cost of arbitrarily rejecting qualified applicants based on discriminatory preferences, politicians in the council are constrained to formally justify rejections and may be held accountable by judicial review. Consistent with this mechanism, the increase in naturalization rates caused by switching from direct to representative democracy is much stronger for more marginalized immigrant groups and in areas where voters are more xenophobic or where judicial review is more salient.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/T8OYHT,NA
22,BJPS,2020,Gabriele Magni,"Economic Inequality, Immigrants and Selective Solidarity: From Perceived Lack of Opportunity to In-group Favoritism",https://www.cambridge.org/core/journals/british-journal-of-political-science/article/economic-inequality-immigrants-and-selective-solidarity-from-perceived-lack-of-opportunity-to-ingroup-favoritism/4E1A542ED3132547C69C8D7C5A08B6E0,Immigrant,NA,"How does economic inequality affect support for redistribution to native citizens and immigrants? While prior studies have examined the separate effects of inequality and immigration on redistribution preferences, the interaction between inequality and communal identity has been largely overlooked. This article explains that inequality triggers selective solidarity. Individuals exposed to inequality become more supportive of redistribution – but only if the redistribution benefits native-born citizens. Inequality therefore reinforces the already popular opinion that native citizens deserve welfare priority and widens the gap between support for natives and support for immigrants. This study first provides cross-national evidence with survey data linked to contextual socio-economic indicators from advanced industrialized countries. To evaluate causally identified effects, it then presents the results of a survey experiment administered to a nationally representative sample of Italian citizens. The findings imply that economic inequality can increase support for populist radical right parties that advocate discrimination in access to welfare services based on native citizenship.",https://www.europeansocialsurvey.org/data/,NA
32,APSR,2019,VASILIKI FOUKA,How Do Immigrants Respond to Discrimination? The Case of Germans in the US During World War I,https://www.cambridge.org/core/journals/american-political-science-review/article/how-do-immigrants-respond-to-discrimination-the-case-of-germans-in-the-us-during-world-war-i/73E94E2B4C8EFB3B5B11B4AEB95DAFEE,Immigrant,NA,"I study the effect of taste-based discrimination on the assimilation decisions of immigrant minorities. Do discriminated minority groups increase their assimilation efforts in order to avoid discrimination and public harassment or do they become alienated and retreat in their own communities? I exploit an exogenous shock to native attitudes, anti-Germanism in the United States during World War I, to empirically identify the reactions of German immigrants to increased native hostility. I use two measures of assimilation efforts: naming patterns and petitions for naturalization. In the face of increased discrimination, Germans increase their assimilation investments by Americanizing their own and their children’s names and filing more petitions for US citizenship. These responses are stronger in states that registered higher levels of anti-German hostility, as measured by voting patterns and incidents of violence against Germans.",https://www.cambridge.org/core/journals/american-political-science-review/article/how-do-immigrants-respond-to-discrimination-the-case-of-germans-in-the-us-during-world-war-i/73E94E2B4C8EFB3B5B11B4AEB95DAFEE#fndtn-supplementary-materials,NA
36,APSR,2015,"RAFAELA M. DANCYGIER, KARL-OSKAR LINDGREN, SVEN OSKARSSON and KÅRE VERNBY",Why Are Immigrants Underrepresented in Politics? Evidence from Sweden,https://www.cambridge.org/core/journals/american-political-science-review/article/why-are-immigrants-underrepresented-in-politics-evidence-from-sweden/B11FA940F49A73BBEFA9F2CF51E2F93D,Immigrant,NA,"Widespread and persistent political underrepresentation of immigrant-origin minorities poses deep challenges to democratic practice and norms. What accounts for this underrepresentation? Two types of competing explanations are prevalent in the literature: accounts that base minority underrepresentation on individual-level resources and accounts that emphasize political opportunity structures. However, due to the lack of data suitable for testing these explanations, existing research has not been able to adjudicate between these theories. Using registry-based microdata covering the entire Swedish adult population between 1991 and 2010 our study is the first to empirically evaluate these alternative explanations. We examine election outcomes to municipal councils over the course of six elections and find that variation in individual-level resources cannot explain immigrants’ underrepresentation. Further, when comparing immigrants and natives who face comparable political opportunity structures a large representation gap remains. Instead, we argue that discrimination by party gatekeepers plays a more significant role in perpetuating the underrepresentation of immigrants than do individual resources or structural variables.",Request to authors,NA
45,QJE,2017,"Lutz Hendricks, Todd Schoellman",Human Capital and Development Accounting: New Evidence from Wage Gains at Migration,https://academic.oup.com/qje/article-abstract/133/2/665/4705908?redirectedFrom=fulltext,Immigrant,NA,"We use new data on the pre- and postmigration wages of immigrants to the United States to measure wage gains at migration. The average immigrant from a middle-income or poor country increases their wage by a factor of two to three upon migration. This wage gain is small relative to the underlying gap in GDP per worker. In a development accounting framework, this finding implies that switching countries accounts for 40% of cross-country income differences, while human capital accounts for 60%. Wage gains decline with education, consistent with imperfect substitution between skill types. We augment our analysis to allow for this possibility and bound the human capital share in development accounting to between one-half and two-thirds. We also provide results on the importance of premigration sector of employment, assimilation, and skill transfer.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IPIBQP,NA
52,RES,2019,Marco Tabellini,"Gifts of the Immigrants, Woes of the Natives: Lessons from the Age of Mass Migration",https://academic.oup.com/restud/article-abstract/87/1/454/5486071?redirectedFrom=fulltext,Immigrant,NA,"In this article, I jointly investigate the political and the economic effects of immigration, and study the causes of anti-immigrant sentiments. I exploit exogenous variation in European immigration to U.S. cities between 1910 and 1930 induced by World War I and the Immigration Acts of the 1920s, and instrument immigrants’ location decision relying on pre-existing settlement patterns. I find that immigration triggered hostile political reactions, such as the election of more conservative legislators, higher support for anti-immigration legislation, and lower redistribution. Exploring the causes of natives’ backlash, I document that immigration increased natives’ employment, spurred industrial production, and did not generate losses even among natives working in highly exposed sectors. These findings suggest that opposition to immigration was unlikely to have economic roots. Instead, I provide evidence that natives’ political discontent was increasing in the cultural differences between immigrants and natives. Results in this article indicate that, even when diversity is economically beneficial, it may nonetheless be socially hard to manage.",Request to authors,NA
58,JPE,2020,"Ingar Haaland, Christopher Roth",Labor market concerns and support for immigration,https://www.sciencedirect.com/science/article/abs/pii/S0047272720301201,Immigrant,NA,"Do labor market concerns affect support for immigration? Using a large, representative sample of the US population, we first elicit beliefs about the labor market impact of immigration. To generate exogenous variation in beliefs, we then provide respondents in the treatment group with research evidence showing no adverse labor market impacts of immigration. Treated respondents update their beliefs and become more supportive of immigration, as measured by self-reported policy views and petition signatures. Treatment effects also persist in an obfuscated follow-up study. Our results demonstrate that information about the labor market impact of immigration causally affects support for immigration.",Request to authors,NA
59,JPE,2019,"Henning Finseraas, Torbjørn Hanson, Åshild A. Johnsen, Andreas Kotsadam, Gaute Torsvike","Trust, ethnic diversity, and personal contact: A field experiment",https://www.sciencedirect.com/science/article/abs/pii/S0047272719300209,Immigrant,NA,"We study how close personal contact with minorities affects in-group and out-group trust in a field experiment in the armed forces. Soldiers are randomly assigned to rooms with or without ethnic minorities. At the end of the recruit period, we measure trust by using a trust game. Results indicate that close personal contact with minorities increases trust towards a generic immigrant. We replicate the result that individuals coming from more ethnically diverse areas trust minorities less, but random assignment to interact with minority soldiers removes this negative correlation. We conclude that social integration involving personal contact can reduce negative effects of ethnic diversity on trust.",Request to authors,NA
7,AJPS,2019,Kenneth Lowande  Andrew Proctor,Bureaucratic Responsiveness to LGBT Americans,https://onlinelibrary.wiley.com/doi/10.1111/ajps.12493,LGBT,NA,"Marriage rights were extended to same‐sex couples in the United States in 2015. However, anecdotes of bureaucratic noncompliance (in the form of bias or denial of license issuance) raise the possibility that de jure marriage equality has not led to equality in practice. We investigate this by conducting a nationwide audit experiment of local‐level marriage license–granting officials in the United States. These officials vary in the constituencies they serve, as well as how they are selected, allowing us to evaluate long‐standing hypotheses about bureaucratic responsiveness. Overall, we find no evidence of systematic discrimination against same‐sex couples—regardless of responsiveness measure, institutions, ideology, or prior state legal history. We find, however, that among same‐sex couples, officials tended to be more responsive to lesbian couples. In contrast to evidence in other areas of service provision, such as policing and federal assistance programs, we find bureaucrats tasked with provision of marriage services show little evidence of discrimination.",Request to authors,NA
20,AJPS,2015,Benjamin G. Bishin  Thomas J. Hayes  Matthew B. Incantalupo  Charles Anthony Smith,Opinion Backlash and Public Attitudes: Are Political Advances in Gay Rights Counterproductive?,https://onlinelibrary.wiley.com/doi/10.1111/ajps.12181,LGBT,NA,"One long‐recognized consequence of the tension between popular sovereignty and democratic values like liberty and equality is public opinion backlash, which occurs when individuals recoil in response to some salient event. For decades, scholars have suggested that opinion backlash impedes policy gains by marginalized groups. Public opinion research, however, suggests that widespread attitude change that backlash proponents theorize is likely to be rare. Examining backlash against gays and lesbians using a series of online and natural experiments about marriage equality, and large‐sample survey data, we find no evidence of opinion backlash among the general public, by members of groups predisposed to dislike gays and lesbians, or from those with psychological traits that may predispose them to lash back. The important implication is that groups pursuing rights should not be dissuaded by threats of backlash that will set their movement back in the court of public opinion.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/28640,NA
27,JOP,2015,Eric R. Hansen and Sarah A. Treul,The Symbolic and Substantive Representation of LGB Americans in the US House,https://www.jstor.org/stable/10.1086/682699?Search=yes&resultItemClick=true&searchText=discrimination+AND+jid%3A%28j50011060+OR+j100248%29&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Ddiscrimination%2BAND%2Bjid%253A%2528j50011060%2BOR%2Bj100248%2529%26filter%3Djid%253A10.2307%252Fj100248%26sd%3D2015%26ed%3D2020&ab_segments=0%2Fbasic_search_SYC-5462%2Fcontrol&refreqid=fastly-default%3A835aa973321bbbe66d69d5b710adfb31&seq=1#metadata_info_tab_contents,LGBT,NA,"As public opinion in the United States has shifted on questions of gay rights in the last decade, some members of Congress have likewise adjusted their behavior to address issues of concern to their lesbian, gay, and bisexual (LGB) constituents. We argue that the number of LGB constituents in a district affects the representatives’ behavior. Although the
size of the LGB population positively affects the substantive representation members provide to their LGB constituents,
population is conditioned by majority public opinion on LGB issues in determining members’ low-cost, symbolic representation of LGB constituents. More favorable majority attitudes toward the minority allow the member to provide
more symbolic representation to LGB constituents through low-cost gestures and actions. Statistical tests examining
the effects of minority population and public opinion on House members’ voting records, bill sponsorships and cosponsorships, and caucus memberships from 2005 to 2011 provide support for our hypotheses.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A3NQDR,NA
55,JPE,2019,Dario Sansone,"Pink work: Same-sex marriage, employment and discrimination",https://www.sciencedirect.com/science/article/abs/pii/S0047272719301471,LGBT,NA,"This paper analyzes how the legalization of same-sex marriage in the U.S. affected same-sex couples in the labor market by using data from the American Community Survey. Access to marriage led to amendments in tax, health insurance, and adoption laws that could have encouraged some same-sex partners to specialize in household production and decrease their labor supply. Nevertheless, estimates from a difference-in-difference model show that the individual and joint probabilities of being employed increased among same-sex couples. Additional evidence suggests that these changes in employment were driven by improvements in attitudes and lower discrimination against sexual minorities following the introduction of marriage equality.",Request to authors,NA
6,AJPS,2016,Katherine Levine Einstein  David M. Glick,Does Race Affect Access to Government Services? An Experiment Exploring Street‐Level Bureaucrats and Access to Public Housing,https://onlinelibrary.wiley.com/doi/10.1111/ajps.12252,Racial,NA,"While experimental studies of local election officials have found evidence of racial discrimination, we know little about whether these biases manifest in bureaucracies that provide access to valuable government programs and are less tied to politics. We address these issues in the context of affordable housing programs using a randomized field experiment. We explore responsiveness to putative white, black, and Hispanic requests for aid in the housing application process. In contrast to prior findings, public housing officials respond at equal rates to black and white email requests. We do, however, find limited evidence of responsiveness discrimination toward Hispanics. Moreover, we observe substantial differences in email tone. Hispanic housing applicants were 20 percentage points less likely to be greeted by name than were their black and white counterparts. This disparity in tone is somewhat more muted in more diverse locations, but it does not depend on whether a housing official is Hispanic.",Request to authors,NA
15,AJPS,2020,"Paul Frymer , Jacob M. Grumbach",Labor Unions and White Racial Politics,https://onlinelibrary.wiley.com/doi/10.1111/ajps.12537,Racial,NA,"Scholars and political observers point to declining labor unions, on the one hand, and rising white identity politics, on the other, as profound changes in American politics. However, there has been little attention given to the potential feedback between these forces. In this article, we investigate the role of union membership in shaping white racial attitudes. We draw upon research in history and American political development to generate a theory of interracial labor politics, in which union membership reduces racial resentment. Cross‐sectional analyses consistently show that white union members have lower racial resentment and greater support for policies that benefit African Americans. More importantly, our panel analysis suggests that gaining union membership between 2010 and 2016 reduced racial resentment among white workers. The findings highlight the important role of labor unions in mass politics and, more broadly, the importance of organizational membership for political attitudes and behavior.",https://cces.gov.harvard.edu/,https://www.voterstudygroup.org/data
18,AJPS,2017,Jeffery J. Mondak  Jon Hurwitz  Mark Peffley  Paul Testa,The Vicarious Bases of Perceived Injustice,https://onlinelibrary.wiley.com/doi/10.1111/ajps.12297,Racial,Ethnic,"Profound differences exist in how Americans from various racial and ethnic groups view police and court officials. We argue that vicarious experiences contribute to this racial and ethnic divide. Drawing on research on social communication, social network composition, and negativity biases in perception and judgment, we devise a theoretical framework to articulate why vicarious experiences magnify racial and ethnic disparities in evaluations of judicial actors. Four hypotheses are tested using original survey data from the state of Washington. Results provide strong evidence that vicarious experiences influence citizens’ evaluations of both police and courts, and they do so in a manner that widens racial divides in how those actors are perceived.",Request to authors,NA
28,JOP,2015,Marisa Abrajano,Reexamining the “Racial Gap” in Political Knowledge,https://www.jstor.org/stable/10.1086/678767?Search=yes&resultItemClick=true&searchText=discrimination+AND+jid%3A%28j50011060+OR+j100248%29&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Ddiscrimination%2BAND%2Bjid%253A%2528j50011060%2BOR%2Bj100248%2529%26filter%3Djid%253A10.2307%252Fj100248%26sd%3D2015%26ed%3D2020&ab_segments=0%2Fbasic_search_SYC-5462%2Fcontrol&refreqid=fastly-default%3A835aa973321bbbe66d69d5b710adfb31&seq=1#metadata_info_tab_contents,Racial,Ethnic,"Scholars have long lamented the low levels of political knowledge in the American public, particularly the “racial gap”
in the rates of knowledge between racial/ethnic minorities and whites. This article examines whether the racial gap is an
artifact of perceptual biases or differential item functioning, brought about by the distinct political experiences of racial/
ethnic minorities in the United States. In analyzing data from the 2008 American National Election Studies, the raw
responses to political knowledge questions indeed reveal a discrepancy in blacks’ and Latinos’ placements of prominent
political figures when compared to whites. However, once these perceptual biases are corrected for, the racial gap
dissipates. Blacks and Latinos are able to accurately identify the positions of prominent political candidates and parties
on a range of policies across the liberal-conservative dimension. These findings pose several implications for our
current understanding of the uneven distributions of political knowledge in the nation",Request to authors,NA
30,APSR,2018,TYLER T. RENY and BENJAMIN J. NEWMAN,Protecting the Right to Discriminate: The Second Great Migration and Racial Threat in the American West,https://www.cambridge.org/core/journals/american-political-science-review/article/protecting-the-right-to-discriminate-the-second-great-migration-and-racial-threat-in-the-american-west/E7D25D49A1C37C70EE680C56224822E4#,Racial,NA,"Taking advantage of a unique event in American history, the Second Great Migration, we explore whether the rapid entry of African Americans into nearly exclusively White contexts triggered “racial threat” in White voting behavior in the state of California. Utilizing historical administrative data, we find that increasing proximity to previously White areas experiencing drastic Black population growth between 1940 to 1960 is associated with significant increases in aggregate White voter support for a highly racially-charged ballot measure, Proposition 14, which legally protected racial discrimination in housing. Importantly, we find that this result holds when restricting the analysis to all-White areas with high rates of residential tenure and low rates of White population growth. These latter findings indicate that this relationship materializes in contexts where a larger share of White voters were present during the treatment and exercised residential-choice before the treatment commenced, which is suggestive of a causal effect.",https://www.cambridge.org/core/journals/american-political-science-review/article/protecting-the-right-to-discriminate-the-second-great-migration-and-racial-threat-in-the-american-west/E7D25D49A1C37C70EE680C56224822E4#fndtn-supplementary-materials,NA
37,APSR,2016,LAUREN D. DAVENPORT,Beyond Black and White: Biracial Attitudes in Contemporary U.S. Politics,https://www.cambridge.org/core/journals/american-political-science-review/article/beyond-black-and-white-biracial-attitudes-in-contemporary-us-politics/142F43E98B3EA18EBFABACAA7811D7C0,Racial,NA,"The 2000 U.S. census was the first in which respondents were permitted to self-identify with more than one race. A decade later, multiple-race identifiers have become one of the fastest-growing groups in the nation. Such broadening multiracial identification poses important political ramifications and raises questions about the future of minority group political solidarity. Yet we know little about the opinions of multiple-race identifiers and from where those opinions emerge. Bridging literatures in racial politics and political socialization, and drawing upon a multimethod approach, this article provides insight into the consequences of the U.S.’s increasingly blurred racial boundaries by examining the attitudes of Americans of White-Black parentage, a population whose identification was traditionally constrained by the one-drop rule. Findings show that on racial issues such as discrimination and affirmative action, biracials who identify as both White and Black generally hold views akin to Blacks. But on nonracial political issues including abortion and gender/marriage equality, biracials who identify as White-Black or as Black express more liberal views than their peers of monoracial parentage. Being biracial and labeling oneself a racial minority is thus associated with a more progressive outlook on matters that affect socially marginalized groups. Two explanations are examined for these findings: the transmission of political outlook from parents to children, and biracials’ experiences straddling a long-standing racial divide.",Request to authors,NA
38,QJE,2020,"Ellora Derenoncourt, Claire Montialoux",Minimum Wages and Racial Inequality,https://academic.oup.com/qje/advance-article/doi/10.1093/qje/qjaa031/5905427?searchresult=1,Racial,NA,"The earnings difference between white and black workers fell dramatically in the United States in the late 1960s and early 1970s. This paper shows that the expansion of the minimum wage played a critical role in this decline. The 1966 Fair Labor Standards Act extended federal minimum wage coverage to agriculture, restaurants, nursing homes, and other services which were previously uncovered and where nearly a third of black workers were employed. We digitize over 1,000 hourly wage distributions from Bureau of Labor Statistics industry wage reports and use CPS microdata to investigate the effects of this reform on wages, employment, and racial inequality. Using a cross-industry difference-in-differences design, we show that earnings rose sharply for workers in the newly covered industries. The impact was nearly twice as large for black workers as for white. Within treated industries, the racial gap adjusted for observables fell from 25 log points prereform to zero afterwards. We can rule out significant disemployment effects for black workers. Using a bunching design, we find no aggregate effect of the reform on employment. The 1967 extension of the minimum wage can explain more than 20% of the reduction in the racial earnings and income gap during the Civil Rights Era. Our findings shed new light on the dynamics of labor market inequality in the United States and suggest that minimum wage policy can play a critical role in reducing racial economic disparities.",https://www.bls.gov/data/#employment,NA
39,QJE,2020,Desmond Ang,The Effects of Police Violence on Inner-City Students,https://academic.oup.com/qje/advance-article/doi/10.1093/qje/qjaa027/5903299?searchresult=1,Racial,NA,"Nearly 1,000 officer-involved killings occur each year in the United States. This article documents the large, racially disparate effects of these events on the educational and psychological well-being of Los Angeles public high school students. Exploiting hyperlocal variation in how close students live to a killing, I find that exposure to police violence leads to persistent decreases in GPA, increased incidence of emotional disturbance, and lower rates of high school completion and college enrollment. These effects are driven entirely by black and Hispanic students in response to police killings of other minorities and are largest for incidents involving unarmed individuals.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYGB43,NA
40,QJE,2019,"Raj Chetty, Nathaniel Hendren, Maggie R Jones, Sonya R Porter",Race and Economic Opportunity in the United States: an Intergenerational Perspective,https://academic.oup.com/qje/article/135/2/711/5687353?searchresult=1,Racial,NA,"We study the sources of racial disparities in income using anonymized longitudinal data covering nearly the entire U.S. population from 1989 to 2015. We document three results. First, black Americans and American Indians have much lower rates of upward mobility and higher rates of downward mobility than whites, leading to persistent disparities across generations. Conditional on parent income, the black-white income gap is driven by differences in wages and employment rates between black and white men; there are no such differences between black and white women. Hispanic Americans have rates of intergenerational mobility more similar to whites than blacks, leading the Hispanic-white income gap to shrink across generations. Second, differences in parental marital status, education, and wealth explain little of the black-white income gap conditional on parent income. Third, the black-white gap persists even among boys who grow up in the same neighborhood. Controlling for parental income, black boys have lower incomes in adulthood than white boys in 99% of Census tracts. The few areas with small black-white gaps tend to be low-poverty neighborhoods with low levels of racial bias among whites and high rates of father presence among blacks. Black males who move to such neighborhoods earlier in childhood have significantly better outcomes. However, less than 5% of black children grow up in such areas. Our findings suggest that reducing the black-white income gap will require efforts whose impacts cross neighborhood and class lines and increase upward mobility specifically for black men.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DBW1M3,NA
43,QJE,2018,"David Arnold, Will Dobbie, Crystal S Yang",Racial Bias in Bail Decisions,https://academic.oup.com/qje/article-abstract/133/4/1885/5025665?redirectedFrom=fulltext,Racial,NA,"This article develops a new test for identifying racial bias in the context of bail decisions—a high-stakes setting with large disparities between white and black defendants. We motivate our analysis using Becker’s model of racial bias, which predicts that rates of pretrial misconduct will be identical for marginal white and marginal black defendants if bail judges are racially unbiased. In contrast, marginal white defendants will have higher rates of misconduct than marginal black defendants if bail judges are racially biased, whether that bias is driven by racial animus, inaccurate racial stereotypes, or any other form of bias. To test the model, we use the release tendencies of quasi-randomly assigned bail judges to identify the relevant race-specific misconduct rates. Estimates from Miami and Philadelphia show that bail judges are racially biased against black defendants, with substantially more racial bias among both inexperienced and part-time judges. We find suggestive evidence that this racial bias is driven by bail judges relying on inaccurate stereotypes that exaggerate the relative danger of releasing black defendants.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/REUOXC,NA
47,QJE,2017,"Amanda Agan, Sonja Starr","Ban the Box, Criminal Records, and Racial Discrimination: A Field Experiment",https://academic.oup.com/qje/article-abstract/133/1/191/4060073?redirectedFrom=fulltext,Racial,NA,"“Ban the Box” (BTB) policies restrict employers from asking about applicants’ criminal histories on job applications and are often presented as a means of reducing unemployment among black men, who disproportionately have criminal records. However, withholding information about criminal records could risk encouraging racial discrimination: employers may make assumptions about criminality based on the applicant's race. To investigate BTB’s effects, we sent approximately 15,000 online job applications on behalf of fictitious young, male applicants to employers in New Jersey and New York City before and after the adoption of BTB policies. These applications varied whether the applicant had a distinctly black or distinctly white name and the felony conviction status of the applicant. We confirm that criminal records are a major barrier to employment: employers that asked about criminal records were 63% more likely to call applicants with no record. However, our results support the concern that BTB policies encourage racial discrimination: the black-white gap in callbacks grew dramatically at companies that removed the box after the policy went into effect. Before BTB, white applicants to employers with the box received 7% more callbacks than similar black applicants, but BTB increased this gap to 43%. We believe that the best interpretation of these results is that employers are relying on exaggerated impressions of real-world racial differences in felony conviction rates.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VPHMNT,NA
51,RES,2020,"David Schindler, Mark Westcott",Shocking Racial Attitudes: Black G.I.s in Europe,https://academic.oup.com/restud/advance-article/doi/10.1093/restud/rdaa039/5880000?searchresult=1,Racial,NA,"Can attitudes towards minorities, an important cultural trait, be changed? We show that the presence of African American soldiers in the UK during World War II reduced anti-minority prejudice, a result of the positive interactions which took place between soldiers and the local population. The change has been persistent: in locations in which more African American soldiers were posted there are fewer members of and voters for the UK’s leading far-right party, less implicit bias against blacks and fewer individuals professing racial prejudice, all measured around 2010. Our results point towards intergenerational transmission from parents to children as the most likely explanation.",Request to authors,NA
53,JPE,2020,"David E.Broockman, Evan J.Soltas",A natural experiment on discrimination in elections,https://www.sciencedirect.com/science/article/abs/pii/S0047272720300657,Racial,Gender,"We exploit a natural experiment to study discrimination in elections. In Illinois Republican presidential primaries, voters vote for delegates bound to presidential candidates, but delegates' names convey information about their race and gender. We identify discrimination from variation in vote totals among delegates bound to the same presidential candidate and who face the same voters. Examining delegate vote totals from 2000 to 2016, we estimate nonwhite delegates receive 9% fewer votes. We find essentially no gender discrimination. Negligible incentives for statistical discrimination, costs to preferred presidential candidates, and heterogeneity are consistent with an interpretation of this behavior as taste-based.",Request to authors,NA
54,JPE,2020,"Yanbo Gea, Christopher R. Knittel, Don MacKenzie, Stephen Zoepf",Racial discrimination in transportation network companies,https://www.sciencedirect.com/science/article/abs/pii/S0047272720300694,Racial,NA,"In a randomized audit study, we sent passengers in Boston, MA on nearly 1000 rides on controlled routes using the Uber and Lyft smartphone apps, recording key performance metrics. Passengers randomly selected between accounts that used African American-sounding and white-sounding names. We find that the probability an Uber driver accepts a ride, sees the name, and then cancels doubles when passengers used the account attached to the African American-sounding name. In contrast, Lyft drivers observe the name before accepting a ride and, as expected, we find no effect of name on cancellations. We do not, however, find that the increase in cancellations leads to measurably longer wait times for Uber.",Request to authors,NA
60,JPE,2018,"Lester Lushera, Doug Campbell, Scott Carrell",TAs like me: Racial interactions between graduate teaching assistants and undergraduates,https://www.sciencedirect.com/science/article/abs/pii/S0047272718300252,Racial,Ethnic,"Using administrative data from a large, diverse university in California, we identify the extent to which the academic outcomes of undergraduates are affected by the race/ethnicity of their graduate student teaching assistants (TAs) in economics courses. To overcome selection in course taking, we exploit the timing of TA assignments, which occur after students enroll in a course, and use within class and within student variation in TA-student race composition. Focusing on an Asian vs. non-Asian split, results show a positive and significant increase in course grades when students are assigned TAs of a similar race/ethnicity. These effects are largest in classes where TAs were given advanced copies of exams and when exams were not multiple choice. We find positive racial correlations between students and TAs at office hours and discussion sections, suggesting student attendance responds to TA race. We also find some evidence of persistent effects: Racial match improves subsequent student performance in sequenced courses, and positively influences decisions on majoring and future course enrollment for Freshmen and Sophomores. Overall, our evidence is consistent with TA-student match quality gains and role model effects.",Request to authors,NA
2,AJPS,2019,Lisa Hoffmann  Matthias Basedau  Simone Gobien  Sebastian Prediger,Universal Love or One True Religion? Experimental Evidence of the Ambivalent Effect of Religious Ideas on Altruism and Discrimination,https://onlinelibrary.wiley.com/doi/10.1111/ajps.12479,Religious,NA,"Contrary to the expectations of secularization theory, religion remains socially important and affects politics in multiple ways—especially regarding conflict between religious communities. Theoretically, religion can increase altruism, but belief in the superiority of one's faith may facilitate intergroup discrimination and related conflict. Previous findings remain inconclusive, however, as specific religious ideas have hardly been tested. In this article, we argue that the content of religious ideas has causal effects on intergroup discrimination. We hence test the impact of two opposing, prominent religious ideas on altruism and discrimination: universal love and the notion of one true religion. Conducting dictator games with Christians and Muslims in Ghana and Tanzania, we find causal effects: Whereas the idea of one true religion increases intergroup discrimination, that of universal love fosters equal treatment. The policy implications hereof are obvious—promoting tolerant religious ideas seems crucial to avoiding conflict.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VG3UFZ,NA
